MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	LIBRARY	SAMPLE_NAME	FRAGMENT_LENGTH
38.5	37	1	37	94	38	0.92582	10	FR	1	1	3	3	3	3	3	3	47	113	113	NA	18-365-02699-GER2106679	37
39	39	1	38	94	38.6	0.547723	7	FR	1	1	1	1	3	3	3	45	111	111	111	NA	18-365-02699-GER2106679	38
77.5	61	16.5	61	94	77.5	23.334524	2	FR	33	33	33	33	33	35	35	35	35	35	35	NA	18-365-02699-GER2106679	40
77.5	61	16.5	61	94	77.5	23.334524	2	FR	33	33	33	33	33	35	35	35	35	35	35	NA	18-365-02699-GER2106679	50
77.5	61	16.5	61	94	77.5	23.334524	2	FR	33	33	33	33	33	35	35	35	35	35	35	NA	18-365-02699-GER2106679	60
94	94	0	94	94	94	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-365-02699-GER2106679	65
94	94	0	94	94	94	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-365-02699-GER2106679	70
94	94	0	94	94	94	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-365-02699-GER2106679	75
94	94	0	94	94	94	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-365-02699-GER2106679	80
94	94	0	94	94	94	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-365-02699-GER2106679	85
94	94	0	94	94	94	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-365-02699-GER2106679	90
108	95	41	19	6688	128.891594	80.956004	127638	FR	17	31	47	65	83	103	123	147	267	397	707	NA	20-132-01010-GER2110321	0
109	95	41	37	6688	130.279609	80.797696	125835	FR	17	31	47	65	83	101	121	145	267	397	707	NA	20-132-01010-GER2110321	37
109	95	41	38	6688	130.883339	80.708364	125030	FR	17	31	47	63	83	101	121	147	267	397	707	NA	20-132-01010-GER2110321	38
110	95	40	40	6688	131.75672	80.025778	123561	FR	15	31	45	63	81	101	119	147	267	397	709	NA	20-132-01010-GER2110321	40
115	95	39	50	6688	137.57472	78.918064	115698	FR	15	31	45	61	79	97	115	153	269	399	713	NA	20-132-01010-GER2110321	50
120	95	37	60	6688	144.065675	77.161727	106780	FR	15	29	45	59	75	93	109	161	273	403	715	NA	20-132-01010-GER2110321	60
124	95	37	65	6688	147.655362	77.099853	102472	FR	15	31	45	59	75	91	109	163	273	401	713	NA	20-132-01010-GER2110321	65
127	95	36	70	6688	151.2349	76.429959	97934	FR	17	31	45	61	73	89	107	165	277	403	713	NA	20-132-01010-GER2110321	70
130	95	36	75	6688	155.02526	76.374934	93602	FR	17	31	45	59	73	89	105	167	279	405	719	NA	20-132-01010-GER2110321	75
134	95	37	80	6688	159.099052	77.325027	89569	FR	17	31	45	59	75	87	105	165	281	403	721	NA	20-132-01010-GER2110321	80
138	95	37	85	6688	163.437803	77.633723	85044	FR	17	31	45	61	75	89	103	165	285	407	723	NA	20-132-01010-GER2110321	85
142	95	37	90	6688	167.8097	77.844222	80605	FR	17	31	47	61	75	89	103	165	287	409	721	NA	20-132-01010-GER2110321	90
147	95	37	95	6688	172.975484	78.23477	75679	FR	15	33	47	61	75	91	105	167	289	405	721	NA	20-132-01010-GER2110321	95
26	26	2	20	87	26.721831	3.285596	286	FR	1	1	3	3	5	5	7	11	11	15	29	NA	18-290-01748-GER2213041	0
38	37	1	37	87	38	1.224745	7	FR	1	1	3	3	3	5	5	77	99	99	99	NA	18-290-01748-GER2213041	37
40	38	2	38	87	38.666667	1.154701	5	FR	1	1	5	5	5	5	73	73	95	95	95	NA	18-290-01748-GER2213041	38
76	40	11	40	87	67.666667	24.583192	3	FR	1	1	1	23	23	23	73	73	73	73	73	NA	18-290-01748-GER2213041	40
81.5	76	5.5	76	87	81.5	7.778175	2	FR	11	11	11	11	11	13	13	13	13	13	13	NA	18-290-01748-GER2213041	50
81.5	76	5.5	76	87	81.5	7.778175	2	FR	11	11	11	11	11	13	13	13	13	13	13	NA	18-290-01748-GER2213041	60
81.5	76	5.5	76	87	81.5	7.778175	2	FR	11	11	11	11	11	13	13	13	13	13	13	NA	18-290-01748-GER2213041	65
81.5	76	5.5	76	87	81.5	7.778175	2	FR	11	11	11	11	11	13	13	13	13	13	13	NA	18-290-01748-GER2213041	70
81.5	76	5.5	76	87	81.5	7.778175	2	FR	11	11	11	11	11	13	13	13	13	13	13	NA	18-290-01748-GER2213041	75
87	87	0	87	87	87	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-290-01748-GER2213041	80
87	87	0	87	87	87	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-290-01748-GER2213041	85
36	24	12	19	364	54.800659	36.876766	629	FR	11	19	21	25	25	37	81	127	169	223	417	NA	19-218-03476-GER2106859	0
87	48	26	37	364	94.18328	46.219831	313	FR	11	25	35	45	53	67	81	95	121	221	433	NA	19-218-03476-GER2106859	37
90	48	26	38	364	95.5	45.916699	306	FR	11	25	35	41	53	67	81	95	117	215	427	NA	19-218-03476-GER2106859	38
91	48	25	40	364	96.848485	45.595615	299	FR	11	23	35	41	51	67	79	93	117	231	425	NA	19-218-03476-GER2106859	40
95	84	23	50	364	103.120755	44.309865	267	FR	9	21	29	37	47	59	71	85	117	223	417	NA	19-218-03476-GER2106859	50
102	84	23	60	364	108.962025	43.256265	239	FR	11	17	23	33	47	57	69	79	103	225	403	NA	19-218-03476-GER2106859	60
104	84	22	65	364	111.471111	42.969365	227	FR	11	15	25	33	45	55	67	77	101	221	399	NA	19-218-03476-GER2106859	65
107.5	84	21	70	364	115.139423	42.648375	210	FR	7	13	23	31	43	51	63	71	101	217	393	NA	19-218-03476-GER2106859	70
109	84	19	75	364	115.301075	33.067755	192	FR	5	13	21	31	39	47	57	67	121	215	511	NA	19-218-03476-GER2106859	75
110	84	18	80	364	118.208092	32.4715	179	FR	5	11	19	29	37	45	53	65	123	223	509	NA	19-218-03476-GER2106859	80
112	109	17	86	364	121.333333	32.03354	165	FR	7	9	17	27	35	41	51	63	119	219	505	NA	19-218-03476-GER2106859	85
115	109	16	90	364	123.898649	31.734815	154	FR	7	11	17	27	33	43	47	67	165	219	499	NA	19-218-03476-GER2106859	90
118	109	15	95	364	128.038168	31.436726	137	FR	5	17	19	23	31	39	45	71	177	253	493	NA	19-218-03476-GER2106859	95
27	26	3	19	242	27.812142	4.065292	890	FR	1	3	3	5	7	9	9	9	15	19	143	NA	20-085-01649-GER2110328	0
41	37	4	37	242	44.058824	9.70767	44	FR	3	5	7	9	9	27	39	115	211	213	403	NA	20-085-01649-GER2110328	37
49.5	39	11	38	242	66.228571	37.590742	36	FR	15	19	21	21	23	23	45	109	195	209	387	NA	20-085-01649-GER2110328	38
61	41	20	40	242	85.44	50.530585	25	FR	3	5	21	35	41	43	85	127	173	185	363	NA	20-085-01649-GER2110328	40
92	60	32	54	242	102.333333	50.242939	18	FR	13	43	63	65	65	67	77	109	123	301	301	NA	20-085-01649-GER2110328	50
103	60	42	60	242	111.4	50.357011	15	FR	11	21	43	65	85	87	87	87	101	279	279	NA	20-085-01649-GER2110328	60
124	146	23	71	242	129.909091	46.226517	11	FR	23	43	45	45	47	53	59	77	107	237	237	NA	20-085-01649-GER2110328	65
124	146	23	71	242	129.909091	46.226517	11	FR	23	43	45	45	47	53	59	77	107	237	237	NA	20-085-01649-GER2110328	70
135	146	20	86	242	135.8	44.160817	10	FR	23	23	23	25	37	45	65	75	99	215	215	NA	20-085-01649-GER2110328	75
135	146	20	86	242	135.8	44.160817	10	FR	23	23	23	25	37	45	65	75	99	215	215	NA	20-085-01649-GER2110328	80
135	146	20	86	242	135.8	44.160817	10	FR	23	23	23	25	37	45	65	75	99	215	215	NA	20-085-01649-GER2110328	85
146	146	22	98	242	141.333333	43.005814	9	FR	1	1	3	15	45	67	87	97	193	193	193	NA	20-085-01649-GER2110328	90
146	146	22	98	242	141.333333	43.005814	9	FR	1	1	3	15	45	67	87	97	193	193	193	NA	20-085-01649-GER2110328	95
26	26	2	19	184	26.706093	3.385273	307	FR	1	1	3	3	5	5	9	11	23	117	265	NA	19-324-02830-GER2110244	0
84	39	28	37	184	94.322581	43.869038	31	FR	23	35	49	53	57	79	91	115	149	159	201	NA	19-324-02830-GER2110244	37
87.5	39	31	39	184	96.233333	43.28708	30	FR	9	41	49	57	61	73	97	109	143	153	195	NA	19-324-02830-GER2110244	38
91	58	32.5	47	184	100.321429	41.864025	28	FR	9	41	55	63	65	69	89	103	143	145	187	NA	19-324-02830-GER2110244	40
91	58	32	56	184	102.296296	41.311029	27	FR	9	41	55	61	65	69	71	103	143	145	187	NA	19-324-02830-GER2110244	50
116	67	34.5	60	184	112.454545	39.101489	22	FR	15	43	51	51	65	89	95	99	111	113	137	NA	19-324-02830-GER2110244	60
123	67	32	67	184	120.473684	35.853666	19	FR	5	25	37	57	65	71	79	103	113	123	123	NA	19-324-02830-GER2110244	65
126	91	31	72	184	126.764706	32.352607	17	FR	7	25	31	33	63	71	71	75	109	117	117	NA	19-324-02830-GER2110244	70
132	91	23.5	84	184	130.1875	30.067078	16	FR	13	19	21	43	43	61	75	83	97	105	105	NA	19-324-02830-GER2110244	75
132	91	23.5	84	184	130.1875	30.067078	16	FR	13	19	21	43	43	61	75	83	97	105	105	NA	19-324-02830-GER2110244	80
138	91	20	91	184	133.266667	28.391313	15	FR	7	9	31	31	41	49	55	87	95	95	95	NA	19-324-02830-GER2110244	85
138	91	20	91	184	133.266667	28.391313	15	FR	7	9	31	31	41	49	55	87	95	95	95	NA	19-324-02830-GER2110244	90
141	95	18	95	184	139.769231	24.430697	13	FR	3	7	25	35	37	41	45	61	87	93	93	NA	19-324-02830-GER2110244	95
85	94	31	20	6699	95.858881	55.271813	4290	FR	13	25	37	51	63	77	91	113	163	269	455	NA	19-070-04051-GER2106865	0
88	94	30	37	6699	99.606391	54.274172	4055	FR	11	23	37	49	61	73	89	101	161	271	457	NA	19-070-04051-GER2106865	37
89	94	30	38	6699	100.232925	54.180666	4015	FR	11	23	37	47	61	75	87	101	159	271	455	NA	19-070-04051-GER2106865	38
90	94	30	40	6699	101.87927	53.942409	3911	FR	11	23	35	47	61	73	87	101	161	271	455	NA	19-070-04051-GER2106865	40
95	94	28	50	6699	108.608746	52.644462	3496	FR	11	21	31	45	57	69	81	99	167	273	453	NA	19-070-04051-GER2106865	50
101	94	26	60	6699	116.205718	51.654784	3064	FR	11	21	29	39	53	63	77	97	179	271	467	NA	19-070-04051-GER2106865	60
105	94	25	65	6699	120.045198	50.918474	2855	FR	11	21	31	39	51	63	75	93	185	269	461	NA	19-070-04051-GER2106865	65
108	94	24	70	6699	123.366165	50.476121	2684	FR	11	23	29	39	49	61	73	91	191	265	471	NA	19-070-04051-GER2106865	70
112	94	24	75	6699	127.449899	50.216924	2489	FR	11	21	31	39	49	59	69	91	197	265	469	NA	19-070-04051-GER2106865	75
115	94	24	80	6699	131.020373	50.287767	2330	FR	11	21	31	41	49	59	67	93	201	263	479	NA	19-070-04051-GER2106865	80
119	94	25	85	6699	135.205621	50.693202	2156	FR	11	21	31	43	51	57	65	95	201	261	483	NA	19-070-04051-GER2106865	85
124	94	25	90	6699	139.959959	50.991287	1968	FR	11	23	31	41	51	59	65	93	201	265	505	NA	19-070-04051-GER2106865	90
129	96	23.5	95	6699	145.721293	50.761069	1754	FR	11	23	33	39	47	57	67	99	205	273	527	NA	19-070-04051-GER2106865	95
95	95	31	19	4098	102.611643	52.032582	82884	FR	13	25	39	51	63	77	91	109	135	225	393	NA	19-141-01083-GER2106862	0
96	95	30	37	4098	104.256946	51.323015	80929	FR	11	25	37	49	61	75	89	107	129	227	393	NA	19-141-01083-GER2106862	37
97	95	30	38	4098	104.704359	51.198461	80395	FR	11	25	37	49	61	75	89	107	127	225	393	NA	19-141-01083-GER2106862	38
98	95	30	40	4098	105.85933	50.896467	79022	FR	11	25	35	49	61	75	89	105	127	227	391	NA	19-141-01083-GER2106862	40
103	95	28	50	4098	111.202081	49.003365	72526	FR	13	21	33	43	57	69	83	97	125	229	389	NA	19-141-01083-GER2106862	50
109	95	25	60	4098	117.017003	46.85028	65422	FR	11	21	29	39	51	65	79	91	123	231	387	NA	19-141-01083-GER2106862	60
111	95	24	65	4098	120.095779	45.957023	61853	FR	9	19	29	37	49	61	75	85	125	233	387	NA	19-141-01083-GER2106862	65
113	95	22	70	4098	122.854747	44.280132	58313	FR	9	17	27	37	45	57	71	83	127	235	391	NA	19-141-01083-GER2106862	70
116	95	22	75	4098	125.988078	43.844534	54998	FR	9	17	27	35	45	55	67	77	131	235	397	NA	19-141-01083-GER2106862	75
118	95	22	80	4098	128.705824	43.599419	52180	FR	9	17	25	35	45	53	65	75	137	239	399	NA	19-141-01083-GER2106862	80
120	95	21	85	4098	131.399881	42.829147	49153	FR	9	17	25	33	43	51	61	71	145	239	403	NA	19-141-01083-GER2106862	85
123	95	20	90	4098	134.241416	42.272872	46074	FR	9	17	23	33	41	51	59	67	151	241	407	NA	19-141-01083-GER2106862	90
125	95	19	95	4098	137.700837	41.544785	42334	FR	9	15	23	31	39	47	55	69	163	245	415	NA	19-141-01083-GER2106862	95
26	26	2	20	134	26.832877	3.557536	387	FR	1	1	3	5	5	5	9	11	17	53	173	NA	21-047-02964-GER2107053	0
62.5	58	13.5	39	134	71	26.44239	26	FR	5	9	17	23	25	37	45	47	105	117	145	NA	21-047-02964-GER2107053	37
62.5	58	13.5	39	134	71	26.44239	26	FR	5	9	17	23	25	37	45	47	105	117	145	NA	21-047-02964-GER2107053	38
67	58	12	40	134	73.666667	25.759197	24	FR	9	15	19	23	23	33	35	75	95	107	135	NA	21-047-02964-GER2107053	40
70.5	58	12.5	51	134	76.727273	24.677311	22	FR	9	17	19	21	25	29	39	69	89	101	129	NA	21-047-02964-GER2107053	50
78	78	14	60	134	86.933333	23.617387	15	FR	1	5	13	15	29	35	53	69	85	113	113	NA	21-047-02964-GER2107053	60
82	78	11.5	70	134	93.25	22.169287	12	FR	5	9	9	17	23	45	61	65	77	105	105	NA	21-047-02964-GER2107053	65
82	78	11.5	70	134	93.25	22.169287	12	FR	5	9	9	17	23	45	61	65	77	105	105	NA	21-047-02964-GER2107053	70
104	78	20	78	134	100.444444	21.01851	9	FR	1	17	21	33	41	49	53	53	61	61	61	NA	21-047-02964-GER2107053	75
112	80	8	80	134	106.857143	19.316906	7	FR	1	5	17	17	17	45	45	57	65	65	65	NA	21-047-02964-GER2107053	80
114	104	6	104	134	116.8	11.189281	5	FR	1	1	5	5	13	13	21	21	41	41	41	NA	21-047-02964-GER2107053	85
114	104	6	104	134	116.8	11.189281	5	FR	1	1	5	5	13	13	21	21	41	41	41	NA	21-047-02964-GER2107053	90
114	104	6	104	134	116.8	11.189281	5	FR	1	1	5	5	13	13	21	21	41	41	41	NA	21-047-02964-GER2107053	95
27	26	3	20	257	27.699612	4.527465	562	FR	3	3	3	5	7	7	9	15	25	133	199	NA	20-119-02530-GER2106909	0
85.5	108	30.5	37	257	89.328125	46.255349	64	FR	15	21	45	49	57	73	83	93	97	199	345	NA	20-119-02530-GER2106909	37
90	108	29	38	257	91.901639	45.85728	61	FR	11	25	37	43	59	67	81	101	105	189	335	NA	20-119-02530-GER2106909	38
95	108	25	40	257	97.727273	44.554359	55	FR	11	25	29	37	51	59	69	91	111	207	325	NA	20-119-02530-GER2106909	40
100	108	21	50	257	104.489796	42.480448	49	FR	15	17	21	37	43	51	61	85	107	197	315	NA	20-119-02530-GER2106909	50
107	108	17.5	61	257	110.159091	41.115234	44	FR	3	13	25	29	35	39	59	77	93	183	301	NA	20-119-02530-GER2106909	60
107.5	108	17.5	69	257	112.5	40.613136	42	FR	3	13	23	29	35	39	55	73	93	183	301	NA	20-119-02530-GER2106909	65
108	108	16.5	70	257	114.675	40.399535	40	FR	1	5	21	27	33	37	51	61	91	181	299	NA	20-119-02530-GER2106909	70
108	108	15.5	77	257	117	40.116048	38	FR	1	5	21	27	31	37	41	61	153	251	299	NA	20-119-02530-GER2106909	75
108	108	13	80	257	116.352941	32.700554	35	FR	1	3	21	27	27	35	37	51	153	251	299	NA	20-119-02530-GER2106909	80
111.5	108	13	88	257	119.741935	32.273795	32	FR	7	9	15	21	27	31	33	43	147	245	293	NA	20-119-02530-GER2106909	85
113	108	12	90	257	120.8	32.274042	31	FR	11	11	13	17	25	27	37	47	143	241	289	NA	20-119-02530-GER2106909	90
118	108	10	95	257	119.923077	24.435913	28	FR	1	11	15	17	21	23	37	47	161	231	279	NA	20-119-02530-GER2106909	95
26	26	2	19	61	26.800664	3.717544	303	FR	1	1	3	3	5	5	7	11	13	19	27	NA	21-348-03900-GER2213065	0
39	37	2	37	61	38.555556	2.242271	11	FR	1	1	3	5	5	5	5	11	43	45	45	NA	21-348-03900-GER2213065	37
39	39	1	38	61	39.8	2.387467	7	FR	1	1	1	1	3	11	11	43	45	45	45	NA	21-348-03900-GER2213065	38
60	44	1	44	61	55	9.539392	3	FR	1	1	1	3	3	3	33	33	33	33	33	NA	21-348-03900-GER2213065	40
60.5	60	0.5	60	61	60.5	0.707107	2	FR	1	1	1	1	1	3	3	3	3	3	3	NA	21-348-03900-GER2213065	50
60.5	60	0.5	60	61	60.5	0.707107	2	FR	1	1	1	1	1	3	3	3	3	3	3	NA	21-348-03900-GER2213065	60
28	31	3	19	351	28.473299	4.622877	1469	FR	3	5	5	5	7	7	7	11	19	101	243	NA	19-028-01560-GER2106670	0
75	37	31	37	351	83.356688	44.981052	157	FR	13	27	35	45	63	71	75	79	149	169	285	NA	19-028-01560-GER2106670	37
78	39	28	38	351	86.849315	44.73791	146	FR	9	23	33	41	57	69	77	81	143	163	279	NA	19-028-01560-GER2106670	38
82	40	25.5	40	351	89.203008	38.132297	134	FR	13	21	31	43	51	61	79	85	135	163	271	NA	19-028-01560-GER2106670	40
89	53	23	50	351	96.521739	35.82691	116	FR	11	19	29	39	47	59	71	81	125	165	257	NA	19-028-01560-GER2106670	50
94	60	21	60	351	102.8	34.225928	101	FR	9	23	29	35	43	55	67	79	117	155	247	NA	19-028-01560-GER2106670	60
101	75	23	66	351	107.455556	32.920456	91	FR	15	19	27	39	47	55	63	73	111	147	501	NA	19-028-01560-GER2106670	65
105	75	23	70	351	110.345238	32.175907	85	FR	9	19	27	35	47	55	61	71	105	139	493	NA	19-028-01560-GER2106670	70
108	75	21	75	351	113.320513	31.466946	79	FR	7	15	29	39	43	53	61	83	103	137	487	NA	19-028-01560-GER2106670	75
111	82	20	80	351	117.542857	30.469603	71	FR	7	17	29	37	41	47	59	77	97	131	481	NA	19-028-01560-GER2106670	80
114	88	20	88	351	122.177419	29.309275	63	FR	7	15	25	35	41	47	53	73	99	125	475	NA	19-028-01560-GER2106670	85
119	94	21	91	351	125.803571	28.537325	57	FR	11	19	25	29	43	51	55	65	105	147	465	NA	19-028-01560-GER2106670	90
128	108	21	96	351	131.291667	27.156723	49	FR	7	19	29	35	43	45	53	63	93	129	447	NA	19-028-01560-GER2106670	95
26	26	2	20	128	26.814621	3.671568	1156	FR	1	1	3	3	5	5	7	11	13	17	27	NA	20-329-02429-GER2110555	0
39	37	2	37	128	40.347826	5.981857	28	FR	1	1	3	5	5	5	9	41	43	59	179	NA	20-329-02429-GER2110555	37
39	39	1	38	128	39.428571	1.696797	21	FR	1	1	1	3	3	9	39	43	43	59	179	NA	20-329-02429-GER2110555	38
59.5	60	5	41	128	54.666667	9.69536	10	FR	1	3	3	3	3	19	33	33	37	139	139	NA	20-329-02429-GER2110555	40
60	60	1	58	128	60.833333	3.600926	7	FR	1	1	1	1	3	5	5	17	137	137	137	NA	20-329-02429-GER2110555	50
60	60	0	60	128	60	0	5	FR	1	1	1	1	1	1	17	17	137	137	137	NA	20-329-02429-GER2110555	60
98	68	30	68	128	98	42.426407	2	FR	61	61	61	61	61	61	61	61	61	61	61	NA	20-329-02429-GER2110555	65
128	128	0	128	128	128	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-329-02429-GER2110555	70
128	128	0	128	128	128	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-329-02429-GER2110555	75
128	128	0	128	128	128	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-329-02429-GER2110555	80
128	128	0	128	128	128	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-329-02429-GER2110555	85
128	128	0	128	128	128	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-329-02429-GER2110555	90
128	128	0	128	128	128	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-329-02429-GER2110555	95
26	26	1.5	19	130	27.375	3.845034	180	FR	1	1	3	3	3	5	7	11	17	25	173	NA	20-224-02387-GER2110292	0
39	38	2	37	130	38.571429	1.272418	11	FR	1	3	3	3	5	5	43	95	147	183	183	NA	20-224-02387-GER2110292	37
40	38	2	38	130	41.857143	8.071113	10	FR	3	3	3	5	5	5	41	93	145	181	181	NA	20-224-02387-GER2110292	38
86	41	26	41	130	85.8	36.444478	5	FR	1	1	53	53	53	53	89	89	91	91	91	NA	20-224-02387-GER2110292	40
99	60	22	60	130	97	30.572319	4	FR	27	27	27	27	27	63	63	79	79	79	79	NA	20-224-02387-GER2110292	50
99	60	22	60	130	97	30.572319	4	FR	27	27	27	27	27	63	63	79	79	79	79	NA	20-224-02387-GER2110292	60
112	86	18	86	130	109.333333	22.12088	3	FR	1	1	1	37	37	37	53	53	53	53	53	NA	20-224-02387-GER2110292	65
112	86	18	86	130	109.333333	22.12088	3	FR	1	1	1	37	37	37	53	53	53	53	53	NA	20-224-02387-GER2110292	70
112	86	18	86	130	109.333333	22.12088	3	FR	1	1	1	37	37	37	53	53	53	53	53	NA	20-224-02387-GER2110292	75
112	86	18	86	130	109.333333	22.12088	3	FR	1	1	1	37	37	37	53	53	53	53	53	NA	20-224-02387-GER2110292	80
112	86	18	86	130	109.333333	22.12088	3	FR	1	1	1	37	37	37	53	53	53	53	53	NA	20-224-02387-GER2110292	85
121	112	9	112	130	121	12.727922	2	FR	19	19	19	19	19	19	19	19	19	19	19	NA	20-224-02387-GER2110292	90
121	112	9	112	130	121	12.727922	2	FR	19	19	19	19	19	19	19	19	19	19	19	NA	20-224-02387-GER2110292	95
26	26	2	20	149	27.262376	3.705736	406	FR	1	1	3	3	5	5	7	11	13	19	29	NA	18-292-01988-GER2106725	0
39	37	2	37	149	39.090909	2.385563	13	FR	1	3	3	3	5	5	9	11	43	221	221	NA	18-292-01988-GER2106725	37
39.5	38	1.5	38	149	39.875	2.356602	10	FR	1	1	3	3	3	3	9	11	43	221	221	NA	18-292-01988-GER2106725	38
44	40	4	40	149	46.75	8.995369	5	FR	1	1	3	3	9	9	33	33	211	211	211	NA	18-292-01988-GER2106725	40
104.5	60	44.5	60	149	104.5	62.932504	2	FR	89	89	89	89	89	91	91	91	91	91	91	NA	18-292-01988-GER2106725	50
104.5	60	44.5	60	149	104.5	62.932504	2	FR	89	89	89	89	89	91	91	91	91	91	91	NA	18-292-01988-GER2106725	60
149	149	0	149	149	149	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-292-01988-GER2106725	65
149	149	0	149	149	149	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-292-01988-GER2106725	70
149	149	0	149	149	149	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-292-01988-GER2106725	75
149	149	0	149	149	149	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-292-01988-GER2106725	80
149	149	0	149	149	149	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-292-01988-GER2106725	85
149	149	0	149	149	149	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-292-01988-GER2106725	90
149	149	0	149	149	149	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-292-01988-GER2106725	95
93	95	31	20	1954	101.208626	51.938562	84915	FR	11	25	39	51	63	77	91	109	135	229	415	NA	18-267-01385-GER2106736	0
95	95	31	37	1954	102.930103	51.478911	82858	FR	11	25	37	49	63	75	89	107	131	229	415	NA	18-267-01385-GER2106736	37
95	95	30	38	1954	103.354455	51.036598	82195	FR	11	25	37	49	61	75	89	105	133	229	415	NA	18-267-01385-GER2106736	38
95	95	30	40	1954	104.680307	50.699003	80551	FR	11	25	35	49	61	73	87	103	133	233	419	NA	18-267-01385-GER2106736	40
100	95	28	50	1954	109.869522	48.99418	74034	FR	11	21	33	45	57	69	81	95	133	233	415	NA	18-267-01385-GER2106736	50
106	95	26	60	1954	115.742668	47.219712	66680	FR	11	21	31	41	53	65	77	89	129	235	415	NA	18-267-01385-GER2106736	60
110	95	25	65	1954	119.121443	46.314681	62629	FR	11	21	31	39	51	63	75	85	129	233	417	NA	18-267-01385-GER2106736	65
112	95	24	70	1954	122.173633	45.562971	59053	FR	9	19	29	37	49	59	71	83	131	237	419	NA	18-267-01385-GER2106736	70
115	95	23	75	1954	125.583405	44.575163	55129	FR	11	19	29	39	47	57	67	77	135	239	421	NA	18-267-01385-GER2106736	75
118	95	23	80	1954	128.35036	44.381876	52227	FR	9	17	27	37	47	55	65	75	139	239	425	NA	18-267-01385-GER2106736	80
120	95	22	85	1954	131.706991	43.729365	48579	FR	9	17	25	35	45	53	61	71	149	239	433	NA	18-267-01385-GER2106736	85
124	95	22	90	1954	135.022208	43.740649	45336	FR	9	17	27	35	45	53	61	69	155	235	439	NA	18-267-01385-GER2106736	90
127	95	20	95	1954	138.629304	42.613064	41436	FR	9	17	25	33	41	49	59	67	165	239	445	NA	18-267-01385-GER2106736	95
27	26	2	20	159	28.276423	5.438631	152	FR	3	3	3	5	5	9	15	37	101	153	211	NA	20-198-02689-GER2110289	0
65	43	21	37	159	75.05	31.457705	40	FR	9	13	21	39	43	45	57	71	115	121	189	NA	20-198-02689-GER2110289	37
66	43	22	38	159	76.025641	31.249831	39	FR	9	15	21	37	45	47	59	75	115	133	187	NA	20-198-02689-GER2110289	38
70	43	25	43	159	78.054054	30.794972	37	FR	11	19	27	29	51	53	55	67	107	125	179	NA	20-198-02689-GER2110289	40
83	59	20	52	159	87.448276	28.218011	29	FR	13	25	27	35	41	49	55	75	85	99	153	NA	20-198-02689-GER2110289	50
93	70	23.5	60	159	93.875	26.794406	24	FR	7	15	21	37	47	55	59	65	67	79	133	NA	20-198-02689-GER2110289	60
96.5	70	21	66	159	100.25	24.73624	20	FR	3	9	15	27	43	49	53	55	61	73	127	NA	20-198-02689-GER2110289	65
97	70	20	70	159	102.052632	24.026545	19	FR	3	7	13	29	41	47	53	55	71	125	125	NA	20-198-02689-GER2110289	70
100	75	17	75	159	105.823529	22.492319	17	FR	7	9	19	33	35	45	47	51	65	119	119	NA	20-198-02689-GER2110289	75
103	83	17	83	159	109.8	20.833352	15	FR	7	13	17	25	35	39	41	41	59	113	113	NA	20-198-02689-GER2110289	80
117	91	15	91	159	113.846154	19.321172	13	FR	7	11	13	29	31	35	43	45	53	85	85	NA	20-198-02689-GER2110289	85
117	91	15	91	159	113.846154	19.321172	13	FR	7	11	13	29	31	35	43	45	53	85	85	NA	20-198-02689-GER2110289	90
